"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Denver County 1","Denver Green School Northfield",06,Male,93.8,"- -",72.2
"Denver County 1","Denver Green School Northfield",06,Female,92.3,"- -",59.7
"Denver County 1","Denver Green School Northfield",07,Male,82.9,"- -",50.6
"Denver County 1","Denver Green School Northfield",07,Female,80.3,"- -",28.3
"Denver County 1","Denver Green School Northfield",08,Male,81.5,13.3,46.7
"Denver County 1","Denver Green School Northfield",08,Female,81.8,7.4,44.4
"Denver County 1","DSST: Green Valley Ranch Middle School","All Grades",Male,97.8,20.8,24.3
"Denver County 1","DSST: Green Valley Ranch Middle School","All Grades",Female,99.6,15.2,25.7
"Denver County 1","DSST: Green Valley Ranch Middle School",06,Male,100.0,22.2,20.8
"Denver County 1","DSST: Green Valley Ranch Middle School",06,Female,100.0,19.8,27.9
"Denver County 1","DSST: Green Valley Ranch Middle School",07,Male,97.1,8.8,29.4
"Denver County 1","DSST: Green Valley Ranch Middle School",07,Female,100.0,8.2,22.4
"Denver County 1","DSST: Green Valley Ranch Middle School",08,Male,96.6,29.1,23.3
"Denver County 1","DSST: Green Valley Ranch Middle School",08,Female,98.5,18.2,27.3
"Denver County 1","Denver Center for International Studies","All Grades",Male,87.7,26.9,21.5
"Denver County 1","Denver Center for International Studies","All Grades",Female,83.3,22.0,23.0
"Denver County 1","Denver Center for International Studies",06,Male,92.9,34.6,15.4
"Denver County 1","Denver Center for International Studies",06,Female,84.4,37.0,18.5
"Denver County 1","Denver Center for International Studies",07,Male,97.6,20.0,22.5
"Denver County 1","Denver Center for International Studies",07,Female,95.0,13.2,7.9
"Denver County 1","Denver Center for International Studies",08,Male,73.0,29.6,25.9
"Denver County 1","Denver Center for International Studies",08,Female,72.9,20.0,42.9
"Denver County 1","Denver School of the Arts","All Grades",Male,71.7,"- -",75.8
"Denver County 1","Denver School of the Arts","All Grades",Female,74.0,"- -",61.2
"Denver County 1","Denver School of the Arts",06,Male,83.3,"- -",68.0
"Denver County 1","Denver School of the Arts",06,Female,82.6,"- -",51.3
"Denver County 1","Denver School of the Arts",07,Male,63.8,"- -",73.3
"Denver County 1","Denver School of the Arts",07,Female,60.5,"- -",73.1
"Denver County 1","Denver School of the Arts",08,Male,72.1,"- -",81.8
"Denver County 1","Denver School of the Arts",08,Female,78.2,"- -",63.2
"Denver County 1","DSST: Byers Middle School","All Grades",Male,91.8,12.9,51.3
"Denver County 1","DSST: Byers Middle School","All Grades",Female,90.4,11.2,43.6
"Denver County 1","DSST: Byers Middle School",06,Male,89.1,12.2,50.0
"Denver County 1","DSST: Byers Middle School",06,Female,92.3,12.5,35.4
"Denver County 1","DSST: Byers Middle School",07,Male,91.2,4.8,50.0
"Denver County 1","DSST: Byers Middle School",07,Female,89.0,9.6,43.8
"Denver County 1","DSST: Byers Middle School",08,Male,95.2,20.0,53.8
"Denver County 1","DSST: Byers Middle School",08,Female,90.5,11.9,49.3
"Denver County 1","Denver Center for 21st-Century Learning at Wyman","All Grades",Male,78.6,"- -","- -"
"Denver County 1","Denver Center for 21st-Century Learning at Wyman","All Grades",Female,57.1,"- -","- -"
"Denver County 1","Denver Center for 21st-Century Learning at Wyman",06,Male,50.0,"- -","- -"
"Denver County 1","Denver Center for 21st-Century Learning at Wyman",06,Female,50.0,"- -","- -"
"Denver County 1","Denver Center for 21st-Century Learning at Wyman",08,Male,90.0,"- -","- -"
"Denver County 1","Denver Center for 21st-Century Learning at Wyman",08,Female,60.0,"- -","- -"
"Denver County 1","DSST Middle School @ Noel Campus","All Grades",Male,96.9,20.3,17.1
"Denver County 1","DSST Middle School @ Noel Campus","All Grades",Female,95.0,22.7,10.0
"Denver County 1","DSST Middle School @ Noel Campus",06,Male,98.6,14.1,23.9
"Denver County 1","DSST Middle School @ Noel Campus",06,Female,95.1,19.5,14.3
"Denver County 1","DSST Middle School @ Noel Campus",07,Male,95.0,13.2,15.8
"Denver County 1","DSST Middle School @ Noel Campus",07,Female,97.3,18.3,5.6
"Denver County 1","DSST Middle School @ Noel Campus",08,Male,97.4,33.3,12.0
"Denver County 1","DSST Middle School @ Noel Campus",08,Female,92.6,31.7,9.5
"Denver County 1","DCIS at Ford","All Grades",Male,98.0,34.0,18.6
"Denver County 1","DCIS at Ford","All Grades",Female,94.9,40.2,9.8
"Denver County 1","DCIS at Ford",03,Male,100.0,33.3,16.7
"Denver County 1","DCIS at Ford",03,Female,91.9,47.1,17.6
"Denver County 1","DCIS at Ford",04,Male,96.9,38.7,"- -"
"Denver County 1","DCIS at Ford",04,Female,100.0,55.0,"- -"
"Denver County 1","DCIS at Ford",05,Male,96.8,30.0,"- -"
"Denver County 1","DCIS at Ford",05,Female,92.7,18.4,"- -"
"Denver County 1","Downtown Denver Expeditionary School","All Grades",Male,86.6,19.7,33.8
"Denver County 1","Downtown Denver Expeditionary School","All Grades",Female,93.5,15.5,29.3
"Denver County 1","Downtown Denver Expeditionary School",03,Male,96.6,"- -",32.1
"Denver County 1","Downtown Denver Expeditionary School",03,Female,96.4,"- -",37.0
"Denver County 1","Downtown Denver Expeditionary School",04,Male,81.5,"- -","- -"
"Denver County 1","Downtown Denver Expeditionary School",04,Female,100.0,"- -","- -"
"Denver County 1","Downtown Denver Expeditionary School",05,Male,80.8,28.6,"- -"
"Denver County 1","Downtown Denver Expeditionary School",05,Female,85.7,27.8,"- -"
"Denver County 1","DCIS at Montbello","All Grades",Male,86.7,51.3,"- -"
"Denver County 1","DCIS at Montbello","All Grades",Female,82.0,47.4,"- -"
"Denver County 1","DCIS at Montbello",06,Male,91.4,60.4,"- -"
"Denver County 1","DCIS at Montbello",06,Female,89.2,69.7,"- -"
"Denver County 1","DCIS at Montbello",07,Male,87.9,31.4,"- -"
"Denver County 1","DCIS at Montbello",07,Female,76.9,30.0,"- -"
"Denver County 1","DCIS at Montbello",08,Male,80.7,63.0,"- -"
"Denver County 1","DCIS at Montbello",08,Female,82.0,46.3,"- -"
"Denver County 1","DSST: Conservatory Green Middle School","All Grades",Male,87.4,17.0,28.4
"Denver County 1","DSST: Conservatory Green Middle School","All Grades",Female,88.8,17.5,23.0
"Denver County 1","DSST: Conservatory Green Middle School",06,Male,78.1,10.0,18.0
"Denver County 1","DSST: Conservatory Green Middle School",06,Female,85.7,27.1,14.6
"Denver County 1","DSST: Conservatory Green Middle School",07,Male,94.0,9.5,23.8
"Denver County 1","DSST: Conservatory Green Middle School",07,Female,92.7,10.5,22.4
"Denver County 1","DSST: Conservatory Green Middle School",08,Male,89.0,27.2,38.3
"Denver County 1","DSST: Conservatory Green Middle School",08,Female,86.8,18.6,30.5
"Denver County 1","DSST: Cole Middle School","All Grades",Male,89.7,36.0,8.6
"Denver County 1","DSST: Cole Middle School","All Grades",Female,91.3,38.3,6.4
"Denver County 1","DSST: Cole Middle School",06,Male,92.9,38.5,"- -"
"Denver County 1","DSST: Cole Middle School",06,Female,96.8,40.0,"- -"
"Denver County 1","DSST: Cole Middle School",07,Male,87.9,15.7,"- -"
"Denver County 1","DSST: Cole Middle School",07,Female,86.8,21.2,"- -"
"Denver County 1","DSST: Cole Middle School",08,Male,89.1,55.1,8.2
"Denver County 1","DSST: Cole Middle School",08,Female,91.2,54.8,9.7
"Denver County 1","Denver Discovery School","All Grades",Male,80.8,47.6,"- -"
"Denver County 1","Denver Discovery School","All Grades",Female,87.5,34.7,"- -"
"Denver County 1","Denver Discovery School",06,Male,76.9,"- -","- -"
"Denver County 1","Denver Discovery School",06,Female,83.3,"- -","- -"
"Denver County 1","Denver Discovery School",07,Male,90.0,38.9,"- -"
"Denver County 1","Denver Discovery School",07,Female,100.0,16.7,"- -"
"Denver County 1","Denver Discovery School",08,Male,73.7,"- -","- -"
"Denver County 1","Denver Discovery School",08,Female,75.0,"- -","- -"
"Denver County 1","Doull Elementary School","All Grades",Male,85.7,16.7,33.3
"Denver County 1","Doull Elementary School","All Grades",Female,93.5,20.7,31.0
"Denver County 1","Doull Elementary School",03,Male,85.7,16.7,50.0
"Denver County 1","Doull Elementary School",03,Female,90.9,15.0,40.0
"Denver County 1","Doull Elementary School",04,Male,88.9,"- -","- -"
"Denver County 1","Doull Elementary School",04,Female,94.1,"- -","- -"
"Denver County 1","Doull Elementary School",05,Male,82.4,"- -","- -"
"Denver County 1","Doull Elementary School",05,Female,95.7,"- -","- -"
"Denver County 1","Eagleton Elementary School","All Grades",Male,98.2,23.2,12.5
"Denver County 1","Eagleton Elementary School","All Grades",Female,90.7,24.5,20.4
"Denver County 1","Eagleton Elementary School",03,Male,100.0,"- -","- -"
"Denver County 1","Eagleton Elementary School",03,Female,94.1,"- -","- -"
"Denver County 1","Eagleton Elementary School",04,Male,95.0,36.8,"- -"
"Denver County 1","Eagleton Elementary School",04,Female,94.7,27.8,"- -"
"Denver County 1","Eagleton Elementary School",05,Male,100.0,"- -","- -"
"Denver County 1","Eagleton Elementary School",05,Female,83.3,"- -","- -"
"Denver County 1","Edison Elementary School","All Grades",Male,90.1,5.0,63.0
"Denver County 1","Edison Elementary School","All Grades",Female,91.8,3.6,57.1
"Denver County 1","Edison Elementary School",03,Male,91.7,"- -",72.7
"Denver County 1","Edison Elementary School",03,Female,92.1,"- -",74.3
"Denver County 1","Edison Elementary School",04,Male,87.5,"- -",57.1
"Denver County 1","Edison Elementary School",04,Female,95.0,"- -",68.4
"Denver County 1","Edison Elementary School",05,Male,91.4,"- -",59.4
"Denver County 1","Edison Elementary School",05,Female,88.6,"- -",30.8
"Denver County 1","Ellis Elementary School","All Grades",Male,82.9,27.6,25.9
"Denver County 1","Ellis Elementary School","All Grades",Female,83.6,39.1,10.9
"Denver County 1","Ellis Elementary School",03,Male,84.0,38.1,"- -"
"Denver County 1","Ellis Elementary School",03,Female,89.7,46.2,"- -"
"Denver County 1","Ellis Elementary School",04,Male,95.0,"- -","- -"
"Denver County 1","Ellis Elementary School",04,Female,83.3,"- -","- -"
"Denver County 1","Ellis Elementary School",05,Male,72.0,"- -","- -"
"Denver County 1","Ellis Elementary School",05,Female,71.4,"- -","- -"
"Denver County 1","Fairview Elementary School","All Grades",Male,90.0,44.4,"- -"
"Denver County 1","Fairview Elementary School","All Grades",Female,93.8,50.0,"- -"
"Denver County 1","Fairview Elementary School",03,Male,100.0,"- -","- -"
"Denver County 1","Fairview Elementary School",03,Female,90.9,"- -","- -"
"Denver County 1","Fairview Elementary School",04,Male,84.6,"- -","- -"
"Denver County 1","Fairview Elementary School",04,Female,100.0,"- -","- -"
"Denver County 1","Fairview Elementary School",05,Male,88.2,"- -","- -"
"Denver County 1","Fairview Elementary School",05,Female,88.9,"- -","- -"
"Denver County 1","Force Elementary School","All Grades",Male,94.7,36.6,11.3
"Denver County 1","Force Elementary School","All Grades",Female,96.7,36.2,8.6
"Denver County 1","Force Elementary School",03,Male,95.2,35.0,"- -"
"Denver County 1","Force Elementary School",03,Female,91.3,38.1,"- -"
"Denver County 1","Force Elementary School",04,Male,96.3,53.8,"- -"
"Denver County 1","Force Elementary School",04,Female,100.0,40.0,"- -"
"Denver County 1","Force Elementary School",05,Male,92.6,20.0,"- -"
"Denver County 1","Force Elementary School",05,Female,100.0,29.4,"- -"
"Denver County 1","Garden Place Academy","All Grades",Male,92.4,29.4,10.6
"Denver County 1","Garden Place Academy","All Grades",Female,93.0,45.3,5.7
"Denver County 1","Garden Place Academy",03,Male,94.3,"- -","- -"
"Denver County 1","Garden Place Academy",03,Female,93.8,"- -","- -"
"Denver County 1","Garden Place Academy",04,Male,96.3,42.3,"- -"
"Denver County 1","Garden Place Academy",04,Female,90.9,60.0,"- -"
"Denver County 1","Garden Place Academy",05,Male,85.7,16.7,"- -"
"Denver County 1","Garden Place Academy",05,Female,100.0,47.1,"- -"
"Denver County 1","Garden Place Academy",06,Male,100.0,"- -","- -"
"Denver County 1","Garden Place Academy",06,Female,50.0,"- -","- -"
"Denver County 1","Lena Archuleta Elementary School","All Grades",Male,95.4,16.7,40.3
"Denver County 1","Lena Archuleta Elementary School","All Grades",Female,91.9,19.4,31.5
"Denver County 1","Lena Archuleta Elementary School",03,Male,97.4,13.2,44.7
"Denver County 1","Lena Archuleta Elementary School",03,Female,95.5,19.0,31.0
"Denver County 1","Lena Archuleta Elementary School",04,Male,94.7,20.4,37.0
"Denver County 1","Lena Archuleta Elementary School",04,Female,91.8,20.0,33.3
"Denver County 1","Lena Archuleta Elementary School",05,Male,94.5,15.4,40.4
"Denver County 1","Lena Archuleta Elementary School",05,Female,88.1,18.9,29.7
"Denver County 1","Godsman Elementary School","All Grades",Male,98.6,26.5,23.5
"Denver County 1","Godsman Elementary School","All Grades",Female,95.1,22.4,24.1
"Denver County 1","Godsman Elementary School",03,Male,100.0,"- -","- -"
"Denver County 1","Godsman Elementary School",03,Female,94.4,"- -","- -"
"Denver County 1","Godsman Elementary School",04,Male,100.0,21.4,"- -"
"Denver County 1","Godsman Elementary School",04,Female,100.0,22.2,"- -"
"Denver County 1","Godsman Elementary School",05,Male,96.0,"- -",41.7
"Denver County 1","Godsman Elementary School",05,Female,92.0,"- -",34.8
"Denver County 1","Goldrick Elementary School","All Grades",Male,96.1,41.1,"- -"
"Denver County 1","Goldrick Elementary School","All Grades",Female,94.0,34.9,"- -"
"Denver County 1","Goldrick Elementary School",03,Male,100.0,41.2,"- -"
"Denver County 1","Goldrick Elementary School",03,Female,95.0,21.1,"- -"
"Denver County 1","Goldrick Elementary School",04,Male,92.6,56.0,"- -"
"Denver County 1","Goldrick Elementary School",04,Female,100.0,52.4,"- -"
"Denver County 1","Goldrick Elementary School",05,Male,96.9,29.0,"- -"
"Denver County 1","Goldrick Elementary School",05,Female,88.5,30.4,"- -"
"Denver County 1","Grant Beacon Middle School","All Grades",Male,93.0,24.9,24.4
"Denver County 1","Grant Beacon Middle School","All Grades",Female,92.0,27.5,20.8
"Denver County 1","Grant Beacon Middle School",06,Male,95.1,16.9,23.4
"Denver County 1","Grant Beacon Middle School",06,Female,91.8,31.1,11.1
"Denver County 1","Grant Beacon Middle School",07,Male,92.2,22.5,23.9
"Denver County 1","Grant Beacon Middle School",07,Female,93.1,20.4,22.2
"Denver County 1","Grant Beacon Middle School",08,Male,91.7,35.1,26.0
"Denver County 1","Grant Beacon Middle School",08,Female,90.9,32.0,28.0
"Denver County 1","Grant Ranch ECE-8 School","All Grades",Male,92.6,33.6,14.2
"Denver County 1","Grant Ranch ECE-8 School","All Grades",Female,91.0,24.7,12.3
"Denver County 1","Grant Ranch ECE-8 School",03,Male,93.3,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",03,Female,93.8,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",04,Male,94.1,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",04,Female,100.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",05,Male,100.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",05,Female,90.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",06,Male,81.8,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",06,Female,80.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",07,Male,100.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",07,Female,100.0,"- -","- -"
"Denver County 1","Grant Ranch ECE-8 School",08,Male,90.9,30.0,"- -"
"Denver County 1","Grant Ranch ECE-8 School",08,Female,80.0,43.8,"- -"
"Denver County 1","Girls Athletic Leadership School Middle School","All Grades",Male,"- -","- -","- -"
"Denver County 1","Girls Athletic Leadership School Middle School","All Grades",Female,86.0,18.9,19.4
"Denver County 1","Girls Athletic Leadership School Middle School",06,Male,"- -","- -","- -"
"Denver County 1","Girls Athletic Leadership School Middle School",06,Female,91.0,21.1,14.1
"Denver County 1","Girls Athletic Leadership School Middle School",07,Male,"- -","- -","- -"
"Denver County 1","Girls Athletic Leadership School Middle School",07,Female,90.9,13.3,16.7
"Denver County 1","Girls Athletic Leadership School Middle School",08,Male,"- -","- -","- -"
"Denver County 1","Girls Athletic Leadership School Middle School",08,Female,77.4,21.5,27.7
"Denver County 1","Green Valley Elementary School","All Grades",Male,93.6,24.5,19.0
"Denver County 1","Green Valley Elementary School","All Grades",Female,91.5,31.5,14.6
"Denver County 1","Green Valley Elementary School",03,Male,89.8,27.3,20.5
"Denver County 1","Green Valley Elementary School",03,Female,97.7,20.9,20.9
"Denver County 1","Green Valley Elementary School",04,Male,94.2,16.3,12.2
"Denver County 1","Green Valley Elementary School",04,Female,85.7,41.7,8.3
"Denver County 1","Green Valley Elementary School",05,Male,96.4,29.6,24.1
