"District Name","School Name",Grade,Gender,"Participation Rate","Percent Did Not Yet Meet Expectations","Percent Met or Exceeded Expectations"
"Mesa County Valley 51","East Middle School",06,Female,94.4,25.4,25.4
"Mesa County Valley 51","East Middle School",07,Male,95.0,8.8,26.3
"Mesa County Valley 51","East Middle School",07,Female,91.7,18.2,20.5
"Mesa County Valley 51","East Middle School",08,Male,94.2,15.4,30.8
"Mesa County Valley 51","East Middle School",08,Female,84.8,17.9,39.3
"Mesa County Valley 51","New Emerson School at Columbus","All Grades",Male,100.0,"- -",54.1
"Mesa County Valley 51","New Emerson School at Columbus","All Grades",Female,100.0,"- -",48.4
"Mesa County Valley 51","New Emerson School at Columbus",03,Male,100.0,"- -","- -"
"Mesa County Valley 51","New Emerson School at Columbus",03,Female,100.0,"- -","- -"
"Mesa County Valley 51","New Emerson School at Columbus",04,Male,100.0,"- -","- -"
"Mesa County Valley 51","New Emerson School at Columbus",04,Female,100.0,"- -","- -"
"Mesa County Valley 51","New Emerson School at Columbus",05,Male,100.0,"- -","- -"
"Mesa County Valley 51","New Emerson School at Columbus",05,Female,100.0,"- -","- -"
"Mesa County Valley 51","Fruita Middle School","All Grades",Male,87.7,12.3,23.8
"Mesa County Valley 51","Fruita Middle School","All Grades",Female,89.5,12.6,18.5
"Mesa County Valley 51","Fruita Middle School",06,Male,91.0,8.1,33.3
"Mesa County Valley 51","Fruita Middle School",06,Female,93.5,7.8,25.2
"Mesa County Valley 51","Fruita Middle School",07,Male,84.9,16.1,15.3
"Mesa County Valley 51","Fruita Middle School",07,Female,85.6,17.8,11.2
"Mesa County Valley 51","Fruitvale Elementary School","All Grades",Male,92.7,22.8,34.7
"Mesa County Valley 51","Fruitvale Elementary School","All Grades",Female,95.7,19.4,25.4
"Mesa County Valley 51","Fruitvale Elementary School",03,Male,88.6,"- -",48.4
"Mesa County Valley 51","Fruitvale Elementary School",03,Female,100.0,"- -",23.3
"Mesa County Valley 51","Fruitvale Elementary School",04,Male,92.3,25.0,41.7
"Mesa County Valley 51","Fruitvale Elementary School",04,Female,85.7,16.7,38.9
"Mesa County Valley 51","Fruitvale Elementary School",05,Male,97.1,"- -",14.7
"Mesa County Valley 51","Fruitvale Elementary School",05,Female,100.0,"- -",15.8
"Mesa County Valley 51","Gateway School","All Grades",Male,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School","All Grades",Female,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",03,Male,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",03,Female,"- -","- -","- -"
"Mesa County Valley 51","Gateway School",04,Male,"- -","- -","- -"
"Mesa County Valley 51","Gateway School",04,Female,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",05,Male,"- -","- -","- -"
"Mesa County Valley 51","Gateway School",05,Female,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",06,Male,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",06,Female,100.0,"- -","- -"
"Mesa County Valley 51","Gateway School",08,Male,"- -","- -","- -"
"Mesa County Valley 51","Gateway School",08,Female,100.0,"- -","- -"
"Mesa County Valley 51","Grand Mesa Middle School","All Grades",Male,92.2,18.8,16.0
"Mesa County Valley 51","Grand Mesa Middle School","All Grades",Female,93.3,26.9,10.8
"Mesa County Valley 51","Grand Mesa Middle School",06,Male,90.4,16.5,10.6
"Mesa County Valley 51","Grand Mesa Middle School",06,Female,94.2,42.0,4.9
"Mesa County Valley 51","Grand Mesa Middle School",07,Male,91.2,9.7,14.0
"Mesa County Valley 51","Grand Mesa Middle School",07,Female,92.6,17.3,10.7
"Mesa County Valley 51","Grand Mesa Middle School",08,Male,94.5,28.8,22.1
"Mesa County Valley 51","Grand Mesa Middle School",08,Female,93.0,21.5,16.1
"Mesa County Valley 51","Grand River Academy","All Grades",Male,59.1,17.6,"- -"
"Mesa County Valley 51","Grand River Academy","All Grades",Female,58.5,26.1,15.9
"Mesa County Valley 51","Grand River Academy",03,Male,83.3,"- -","- -"
"Mesa County Valley 51","Grand River Academy",03,Female,100.0,"- -","- -"
"Mesa County Valley 51","Grand River Academy",04,Male,85.7,"- -","- -"
"Mesa County Valley 51","Grand River Academy",04,Female,60.0,"- -","- -"
"Mesa County Valley 51","Grand River Academy",05,Male,60.0,"- -","- -"
"Mesa County Valley 51","Grand River Academy",05,Female,75.0,"- -","- -"
"Mesa County Valley 51","Grand River Academy",06,Male,66.7,"- -","- -"
"Mesa County Valley 51","Grand River Academy",06,Female,55.0,"- -","- -"
"Mesa County Valley 51","Grand River Academy",07,Male,61.3,"- -","- -"
"Mesa County Valley 51","Grand River Academy",07,Female,54.3,"- -","- -"
"Mesa County Valley 51","Grand River Academy",08,Male,46.5,30.0,"- -"
"Mesa County Valley 51","Grand River Academy",08,Female,51.2,36.4,"- -"
"Mesa County Valley 51","Juniper Ridge Community School","All Grades",Male,91.0,41.0,"- -"
"Mesa County Valley 51","Juniper Ridge Community School","All Grades",Female,88.9,44.2,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",03,Male,87.0,60.0,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",03,Female,80.8,66.7,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",04,Male,86.4,36.8,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",04,Female,92.6,56.0,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",05,Male,96.3,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",05,Female,76.5,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",06,Male,82.6,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",06,Female,100.0,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",07,Male,95.7,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",07,Female,93.3,"- -","- -"
"Mesa County Valley 51","Juniper Ridge Community School",08,Male,100.0,50.0,"- -"
"Mesa County Valley 51","Juniper Ridge Community School",08,Female,95.0,26.3,"- -"
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School","All Grades",Male,98.8,16.3,40.0
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School","All Grades",Female,98.9,16.1,43.7
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",03,Male,100.0,"- -",38.5
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",03,Female,100.0,"- -",31.8
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",04,Male,96.4,18.5,40.7
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",04,Female,100.0,10.3,46.2
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",05,Male,100.0,"- -",40.7
"Mesa County Valley 51","Lincoln Orchard Mesa Elementary School",05,Female,96.3,"- -",50.0
"Mesa County Valley 51","Loma Elementary School","All Grades",Male,98.3,15.5,36.2
"Mesa County Valley 51","Loma Elementary School","All Grades",Female,100.0,18.5,35.2
"Mesa County Valley 51","Loma Elementary School",03,Male,100.0,17.4,39.1
"Mesa County Valley 51","Loma Elementary School",03,Female,100.0,18.2,36.4
"Mesa County Valley 51","Loma Elementary School",04,Male,93.3,"- -","- -"
"Mesa County Valley 51","Loma Elementary School",04,Female,100.0,"- -","- -"
"Mesa County Valley 51","Loma Elementary School",05,Male,100.0,"- -","- -"
"Mesa County Valley 51","Loma Elementary School",05,Female,100.0,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School","All Grades",Male,73.3,6.1,54.5
"Mesa County Valley 51","Mesa Valley Community School","All Grades",Female,64.2,8.2,24.6
"Mesa County Valley 51","Mesa Valley Community School",03,Male,54.5,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",03,Female,41.2,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",04,Male,87.5,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",04,Female,43.8,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",05,Male,69.2,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",05,Female,69.2,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",06,Male,50.0,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",06,Female,76.2,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",07,Male,85.7,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",07,Female,75.0,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",08,Male,85.7,"- -","- -"
"Mesa County Valley 51","Mesa Valley Community School",08,Female,83.3,"- -","- -"
"Mesa County Valley 51","Mesa View Elementary School","All Grades",Male,94.3,15.9,35.4
"Mesa County Valley 51","Mesa View Elementary School","All Grades",Female,100.0,18.3,25.6
"Mesa County Valley 51","Mesa View Elementary School",03,Male,96.3,"- -",23.1
"Mesa County Valley 51","Mesa View Elementary School",03,Female,100.0,"- -",27.3
"Mesa County Valley 51","Mesa View Elementary School",04,Male,90.0,18.5,40.7
"Mesa County Valley 51","Mesa View Elementary School",04,Female,100.0,17.2,24.1
"Mesa County Valley 51","Mesa View Elementary School",05,Male,96.7,"- -",41.4
"Mesa County Valley 51","Mesa View Elementary School",05,Female,100.0,"- -",25.8
"Mesa County Valley 51","Mount Garfield Middle School","All Grades",Male,95.3,16.0,16.8
"Mesa County Valley 51","Mount Garfield Middle School","All Grades",Female,97.3,16.9,18.5
"Mesa County Valley 51","Mount Garfield Middle School",06,Male,93.8,6.7,16.0
"Mesa County Valley 51","Mount Garfield Middle School",06,Female,97.9,18.3,12.9
"Mesa County Valley 51","Mount Garfield Middle School",07,Male,96.9,13.8,13.8
"Mesa County Valley 51","Mount Garfield Middle School",07,Female,100.0,14.6,11.0
"Mesa County Valley 51","Mount Garfield Middle School",08,Male,94.9,25.8,20.4
"Mesa County Valley 51","Mount Garfield Middle School",08,Female,94.0,17.7,32.9
"Mesa County Valley 51","Nisley Elementary School","All Grades",Male,98.8,42.2,13.3
"Mesa County Valley 51","Nisley Elementary School","All Grades",Female,98.6,24.3,17.1
"Mesa County Valley 51","Nisley Elementary School",03,Male,96.8,50.0,16.7
"Mesa County Valley 51","Nisley Elementary School",03,Female,100.0,18.2,21.2
"Mesa County Valley 51","Nisley Elementary School",04,Male,100.0,36.7,"- -"
"Mesa County Valley 51","Nisley Elementary School",04,Female,100.0,27.8,"- -"
"Mesa County Valley 51","Nisley Elementary School",05,Male,100.0,39.1,"- -"
"Mesa County Valley 51","Nisley Elementary School",05,Female,95.0,31.6,"- -"
"Mesa County Valley 51","Orchard Avenue Elementary School","All Grades",Male,85.7,21.2,31.8
"Mesa County Valley 51","Orchard Avenue Elementary School","All Grades",Female,91.5,14.7,24.0
"Mesa County Valley 51","Orchard Avenue Elementary School",03,Male,94.7,27.8,"- -"
"Mesa County Valley 51","Orchard Avenue Elementary School",03,Female,94.1,"- -","- -"
"Mesa County Valley 51","Orchard Avenue Elementary School",04,Male,80.0,"- -","- -"
"Mesa County Valley 51","Orchard Avenue Elementary School",04,Female,93.3,"- -","- -"
"Mesa County Valley 51","Orchard Avenue Elementary School",05,Male,85.7,"- -",33.3
"Mesa County Valley 51","Orchard Avenue Elementary School",05,Female,87.9,"- -",27.6
"Mesa County Valley 51","Orchard Mesa Middle School","All Grades",Male,94.2,19.4,15.2
"Mesa County Valley 51","Orchard Mesa Middle School","All Grades",Female,88.7,22.3,12.7
"Mesa County Valley 51","Orchard Mesa Middle School",06,Male,95.8,20.6,19.1
"Mesa County Valley 51","Orchard Mesa Middle School",06,Female,94.9,14.7,14.7
"Mesa County Valley 51","Orchard Mesa Middle School",07,Male,88.5,13.0,14.5
"Mesa County Valley 51","Orchard Mesa Middle School",07,Female,76.7,14.3,10.7
"Mesa County Valley 51","Orchard Mesa Middle School",08,Male,98.7,24.3,12.2
"Mesa County Valley 51","Orchard Mesa Middle School",08,Female,94.3,37.9,12.1
"Mesa County Valley 51","Pomona Elementary School","All Grades",Male,87.5,9.1,33.8
"Mesa County Valley 51","Pomona Elementary School","All Grades",Female,91.2,14.5,27.7
"Mesa County Valley 51","Pomona Elementary School",03,Male,80.6,12.0,40.0
"Mesa County Valley 51","Pomona Elementary School",03,Female,80.0,16.7,20.8
"Mesa County Valley 51","Pomona Elementary School",04,Male,93.5,"- -",31.0
"Mesa County Valley 51","Pomona Elementary School",04,Female,96.7,"- -",31.0
"Mesa County Valley 51","Pomona Elementary School",05,Male,88.5,"- -",30.4
"Mesa County Valley 51","Pomona Elementary School",05,Female,96.8,"- -",30.0
"Mesa County Valley 51","Redlands Middle School","All Grades",Male,95.5,7.9,43.7
"Mesa County Valley 51","Redlands Middle School","All Grades",Female,96.9,6.0,47.2
"Mesa County Valley 51","Redlands Middle School",06,Male,100.0,8.6,47.3
"Mesa County Valley 51","Redlands Middle School",06,Female,97.9,7.4,45.7
"Mesa County Valley 51","Redlands Middle School",07,Male,98.8,"- -",35.3
"Mesa County Valley 51","Redlands Middle School",07,Female,98.8,"- -",43.8
"Mesa County Valley 51","Redlands Middle School",08,Male,87.1,"- -",48.6
"Mesa County Valley 51","Redlands Middle School",08,Female,94.0,"- -",52.6
"Mesa County Valley 51","Rocky Mountain Elementary School","All Grades",Male,97.9,25.8,18.3
"Mesa County Valley 51","Rocky Mountain Elementary School","All Grades",Female,96.3,45.2,4.8
"Mesa County Valley 51","Rocky Mountain Elementary School",03,Male,100.0,23.8,26.2
"Mesa County Valley 51","Rocky Mountain Elementary School",03,Female,97.0,40.6,"- -"
"Mesa County Valley 51","Rocky Mountain Elementary School",04,Male,93.3,17.9,"- -"
"Mesa County Valley 51","Rocky Mountain Elementary School",04,Female,94.6,45.7,"- -"
"Mesa County Valley 51","Rocky Mountain Elementary School",05,Male,100.0,39.1,"- -"
"Mesa County Valley 51","Rocky Mountain Elementary School",05,Female,97.4,48.6,"- -"
"Mesa County Valley 51","Shelledy Elementary School","All Grades",Male,94.6,18.4,25.3
"Mesa County Valley 51","Shelledy Elementary School","All Grades",Female,96.3,16.7,32.1
"Mesa County Valley 51","Shelledy Elementary School",03,Male,100.0,"- -",45.5
"Mesa County Valley 51","Shelledy Elementary School",03,Female,100.0,"- -","- -"
"Mesa County Valley 51","Shelledy Elementary School",04,Male,92.9,20.5,"- -"
"Mesa County Valley 51","Shelledy Elementary School",04,Female,92.3,"- -","- -"
"Mesa County Valley 51","Shelledy Elementary School",05,Male,92.9,"- -","- -"
"Mesa County Valley 51","Shelledy Elementary School",05,Female,96.6,10.7,42.9
"Mesa County Valley 51","Taylor Elementary School","All Grades",Male,96.3,19.0,36.7
"Mesa County Valley 51","Taylor Elementary School","All Grades",Female,100.0,14.8,29.6
"Mesa County Valley 51","Taylor Elementary School",03,Male,95.8,"- -",47.8
"Mesa County Valley 51","Taylor Elementary School",03,Female,100.0,"- -",46.4
"Mesa County Valley 51","Taylor Elementary School",04,Male,96.3,"- -",23.1
"Mesa County Valley 51","Taylor Elementary School",04,Female,100.0,"- -",12.0
"Mesa County Valley 51","Taylor Elementary School",05,Male,96.8,10.0,40.0
"Mesa County Valley 51","Taylor Elementary School",05,Female,100.0,17.9,28.6
"Mesa County Valley 51","Thunder Mountain Elementary School","All Grades",Male,95.7,18.2,23.6
"Mesa County Valley 51","Thunder Mountain Elementary School","All Grades",Female,97.1,17.2,18.2
"Mesa County Valley 51","Thunder Mountain Elementary School",03,Male,94.9,"- -",35.1
"Mesa County Valley 51","Thunder Mountain Elementary School",03,Female,100.0,"- -",21.1
"Mesa County Valley 51","Thunder Mountain Elementary School",04,Male,95.1,"- -",20.5
"Mesa County Valley 51","Thunder Mountain Elementary School",04,Female,93.5,"- -",17.2
"Mesa County Valley 51","Thunder Mountain Elementary School",05,Male,97.1,"- -",14.7
"Mesa County Valley 51","Thunder Mountain Elementary School",05,Female,97.0,"- -",15.6
"Mesa County Valley 51","Tope Elementary School","All Grades",Male,100.0,17.9,38.8
"Mesa County Valley 51","Tope Elementary School","All Grades",Female,96.4,7.5,32.1
"Mesa County Valley 51","Tope Elementary School",03,Male,100.0,"- -",34.8
"Mesa County Valley 51","Tope Elementary School",03,Female,100.0,"- -","- -"
"Mesa County Valley 51","Tope Elementary School",04,Male,100.0,"- -","- -"
"Mesa County Valley 51","Tope Elementary School",04,Female,100.0,"- -",26.3
"Mesa County Valley 51","Tope Elementary School",05,Male,100.0,"- -","- -"
"Mesa County Valley 51","Tope Elementary School",05,Female,87.5,"- -","- -"
"Mesa County Valley 51","West Middle School","All Grades",Male,88.1,12.8,28.4
"Mesa County Valley 51","West Middle School","All Grades",Female,90.4,19.9,27.8
"Mesa County Valley 51","West Middle School",06,Male,97.7,"- -",23.3
"Mesa County Valley 51","West Middle School",06,Female,94.3,"- -",16.0
"Mesa County Valley 51","West Middle School",07,Male,87.3,"- -",20.8
"Mesa County Valley 51","West Middle School",07,Female,95.0,"- -",21.1
"Mesa County Valley 51","West Middle School",08,Male,82.0,18.0,40.0
"Mesa County Valley 51","West Middle School",08,Female,85.1,20.6,41.3
"Mesa County Valley 51","Scenic Elementary School","All Grades",Male,100.0,"- -",59.2
"Mesa County Valley 51","Scenic Elementary School","All Grades",Female,100.0,"- -",75.0
"Mesa County Valley 51","Scenic Elementary School",03,Male,100.0,"- -",69.6
"Mesa County Valley 51","Scenic Elementary School",03,Female,100.0,"- -",89.5
"Mesa County Valley 51","Scenic Elementary School",04,Male,100.0,"- -","- -"
"Mesa County Valley 51","Scenic Elementary School",04,Female,100.0,"- -","- -"
"Mesa County Valley 51","Scenic Elementary School",05,Male,100.0,"- -","- -"
"Mesa County Valley 51","Scenic Elementary School",05,Female,100.0,"- -","- -"
"Mesa County Valley 51","Wingate Elementary School","All Grades",Male,97.9,"- -",66.3
"Mesa County Valley 51","Wingate Elementary School","All Grades",Female,100.0,"- -",61.4
"Mesa County Valley 51","Wingate Elementary School",03,Male,96.3,"- -",80.8
"Mesa County Valley 51","Wingate Elementary School",03,Female,100.0,"- -",75.6
"Mesa County Valley 51","Wingate Elementary School",04,Male,97.1,"- -",66.7
"Mesa County Valley 51","Wingate Elementary School",04,Female,100.0,"- -",61.5
"Mesa County Valley 51","Wingate Elementary School",05,Male,100.0,"- -",55.6
"Mesa County Valley 51","Wingate Elementary School",05,Female,100.0,"- -",44.1
"Creede School District","Creede School","All Grades",Male,100.0,"- -","- -"
"Creede School District","Creede School","All Grades",Female,95.7,"- -","- -"
"Creede School District","Creede School",03,Male,100.0,"- -","- -"
"Creede School District","Creede School",03,Female,100.0,"- -","- -"
"Creede School District","Creede School",04,Male,100.0,"- -","- -"
"Creede School District","Creede School",04,Female,80.0,"- -","- -"
"Creede School District","Creede School",05,Male,100.0,"- -","- -"
"Creede School District","Creede School",05,Female,100.0,"- -","- -"
"Creede School District","Creede School",06,Male,100.0,"- -","- -"
"Creede School District","Creede School",06,Female,100.0,"- -","- -"
"Creede School District","Creede School",07,Male,100.0,"- -","- -"
"Creede School District","Creede School",07,Female,100.0,"- -","- -"
"Creede School District","Creede School",08,Male,100.0,"- -","- -"
"Creede School District","Creede School",08,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Sandrock Elementary","All Grades",Male,100.0,43.6,"- -"
"Moffat County RE: No 1","Sandrock Elementary","All Grades",Female,100.0,"- -","- -"
"Moffat County RE: No 1","Sandrock Elementary",03,Male,100.0,"- -","- -"
"Moffat County RE: No 1","Sandrock Elementary",03,Female,100.0,50.0,"- -"
"Moffat County RE: No 1","Sandrock Elementary",04,Male,100.0,"- -","- -"
"Moffat County RE: No 1","Sandrock Elementary",04,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Sandrock Elementary",05,Male,100.0,51.7,"- -"
"Moffat County RE: No 1","Sandrock Elementary",05,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Craig Middle School","All Grades",Male,88.2,24.5,13.4
"Moffat County RE: No 1","Craig Middle School","All Grades",Female,83.4,19.9,14.1
"Moffat County RE: No 1","Craig Middle School",06,Male,95.1,24.7,11.7
"Moffat County RE: No 1","Craig Middle School",06,Female,94.0,23.8,7.9
"Moffat County RE: No 1","Craig Middle School",07,Male,95.1,14.1,14.1
"Moffat County RE: No 1","Craig Middle School",07,Female,89.7,7.7,19.2
"Moffat County RE: No 1","Craig Middle School",08,Male,74.4,37.7,14.8
"Moffat County RE: No 1","Craig Middle School",08,Female,66.1,29.3,17.1
"Moffat County RE: No 1","Maybell School","All Grades",Male,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School","All Grades",Female,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School",03,Male,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School",03,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School",04,Male,"- -","- -","- -"
"Moffat County RE: No 1","Maybell School",04,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School",05,Male,100.0,"- -","- -"
"Moffat County RE: No 1","Maybell School",05,Female,"- -","- -","- -"
"Moffat County RE: No 1","Ridgeview Elementary School","All Grades",Male,96.9,"- -",25.8
"Moffat County RE: No 1","Ridgeview Elementary School","All Grades",Female,98.6,"- -",24.7
"Moffat County RE: No 1","Ridgeview Elementary School",03,Male,100.0,10.0,36.7
"Moffat County RE: No 1","Ridgeview Elementary School",03,Female,100.0,15.6,31.3
"Moffat County RE: No 1","Ridgeview Elementary School",04,Male,100.0,"- -","- -"
"Moffat County RE: No 1","Ridgeview Elementary School",04,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Ridgeview Elementary School",05,Male,88.9,"- -","- -"
"Moffat County RE: No 1","Ridgeview Elementary School",05,Female,95.0,"- -","- -"
"Moffat County RE: No 1","Sunset Elementary School","All Grades",Male,96.4,17.3,29.6
"Moffat County RE: No 1","Sunset Elementary School","All Grades",Female,100.0,14.3,35.7
"Moffat County RE: No 1","Sunset Elementary School",03,Male,96.9,19.4,"- -"
"Moffat County RE: No 1","Sunset Elementary School",03,Female,100.0,"- -","- -"
"Moffat County RE: No 1","Sunset Elementary School",04,Male,88.9,"- -","- -"
"Moffat County RE: No 1","Sunset Elementary School",04,Female,100.0,29.2,"- -"
"Moffat County RE: No 1","Sunset Elementary School",05,Male,100.0,"- -",41.2
"Moffat County RE: No 1","Sunset Elementary School",05,Female,100.0,"- -",42.3
"Montezuma-Cortez RE-1","Battle Rock Charter School","All Grades",Male,91.3,23.8,"- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School","All Grades",Female,85.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",03,Male,75.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",03,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",04,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",04,Female,80.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",05,Male,88.9,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",05,Female,71.4,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",06,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Battle Rock Charter School",06,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School","All Grades",Male,87.8,33.7,13.1
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School","All Grades",Female,89.3,37.3,8.9
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",06,Male,93.3,32.0,"- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",06,Female,95.2,37.5,"- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",07,Male,88.2,"- -","- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",07,Female,86.2,"- -","- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",08,Male,80.2,"- -","- -"
"Montezuma-Cortez RE-1","Montezuma-Cortez Middle School",08,Female,86.4,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School","All Grades",Male,89.8,34.1,20.5
"Montezuma-Cortez RE-1","Children's Kiva Montessori School","All Grades",Female,82.5,24.2,"- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",03,Male,70.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",03,Female,50.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",04,Male,85.7,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",04,Female,75.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",05,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",05,Female,90.9,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",06,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",06,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",07,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",07,Female,87.5,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",08,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Children's Kiva Montessori School",08,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Kemper Elementary School","All Grades",Male,92.0,24.7,28.4
"Montezuma-Cortez RE-1","Kemper Elementary School","All Grades",Female,94.7,28.1,15.7
"Montezuma-Cortez RE-1","Kemper Elementary School",03,Male,87.1,25.9,29.6
"Montezuma-Cortez RE-1","Kemper Elementary School",03,Female,96.6,21.4,"- -"
"Montezuma-Cortez RE-1","Kemper Elementary School",04,Male,96.9,19.4,"- -"
"Montezuma-Cortez RE-1","Kemper Elementary School",04,Female,91.4,25.0,18.8
"Montezuma-Cortez RE-1","Kemper Elementary School",05,Male,92.0,30.4,"- -"
"Montezuma-Cortez RE-1","Kemper Elementary School",05,Female,96.7,37.9,"- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School","All Grades",Male,89.2,"- -",39.4
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School","All Grades",Female,96.0,"- -",37.5
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",03,Male,90.9,"- -","- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",03,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",04,Male,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",04,Female,90.9,"- -","- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",05,Male,82.4,"- -","- -"
"Montezuma-Cortez RE-1","Lewis-Arriola Elementary School",05,Female,100.0,"- -","- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School","All Grades",Male,88.7,66.0,"- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School","All Grades",Female,94.0,72.3,"- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",03,Male,90.9,"- -","- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",03,Female,90.0,"- -","- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",04,Male,88.9,43.8,"- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",04,Female,100.0,64.7,"- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",05,Male,87.5,"- -","- -"
"Montezuma-Cortez RE-1","Manaugh Elementary School",05,Female,92.3,"- -","- -"
"Montezuma-Cortez RE-1","Mesa Elementary School","All Grades",Male,97.2,30.4,14.5
"Montezuma-Cortez RE-1","Mesa Elementary School","All Grades",Female,97.6,28.8,8.8
"Montezuma-Cortez RE-1","Mesa Elementary School",03,Male,100.0,33.3,"- -"
"Montezuma-Cortez RE-1","Mesa Elementary School",03,Female,100.0,34.6,"- -"
"Montezuma-Cortez RE-1","Mesa Elementary School",04,Male,95.2,25.0,"- -"
