District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Jefferson County R-1,Peak Expeditionary - Pennington,Mathematics,03,*,27.8,*
Jefferson County R-1,Peak Expeditionary - Pennington,Mathematics,04,50.0,13.0,37
Jefferson County R-1,Peak Expeditionary - Pennington,Mathematics,05,*,41.2,*
Jefferson County R-1,Powderhorn Elementary School,Mathematics,All,34.5,39.1,-4.6
Jefferson County R-1,Powderhorn Elementary School,Mathematics,03,44.4,56.8,-12.4
Jefferson County R-1,Powderhorn Elementary School,Mathematics,04,28.4,28.6,-0.2
Jefferson County R-1,Powderhorn Elementary School,Mathematics,05,31.8,38.7,-6.9
Jefferson County R-1,Prospect Valley Elementary School,Mathematics,All,48.5,58.4,-9.9
Jefferson County R-1,Prospect Valley Elementary School,Mathematics,03,45.8,56.9,-11.1
Jefferson County R-1,Prospect Valley Elementary School,Mathematics,04,49.2,61.3,-12.1
Jefferson County R-1,Prospect Valley Elementary School,Mathematics,05,50.8,56.5,-5.7
Jefferson County R-1,Ralston Elementary School,Mathematics,All,83.5,77.1,6.4
Jefferson County R-1,Ralston Elementary School,Mathematics,03,75.5,78.0,-2.5
Jefferson County R-1,Ralston Elementary School,Mathematics,04,93.0,73.9,19.1
Jefferson County R-1,Ralston Elementary School,Mathematics,05,82.9,78.9,4
Jefferson County R-1,Red Rocks Elementary School,Mathematics,All,64.0,55.3,8.7
Jefferson County R-1,Red Rocks Elementary School,Mathematics,03,60.0,57.7,2.3
Jefferson County R-1,Red Rocks Elementary School,Mathematics,04,65.9,62.0,3.9
Jefferson County R-1,Red Rocks Elementary School,Mathematics,05,66.7,45.8,20.9
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,All,51.3,35.6,15.7
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,03,50.0,36.7,13.3
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,04,52.8,23.1,29.7
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,05,55.6,30.6,25
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,06,48.9,55.0,-6.1
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,07,44.4,31.3,13.1
Jefferson County R-1,Rocky Mountain Academy of Evergreen,Mathematics,08,56.4,35.5,20.9
Jefferson County R-1,Rose Stein International Elementary,Mathematics,All,5.0,5.1,-0.1
Jefferson County R-1,Rose Stein International Elementary,Mathematics,03,*,*,*
Jefferson County R-1,Rose Stein International Elementary,Mathematics,04,*,*,*
Jefferson County R-1,Rose Stein International Elementary,Mathematics,05,*,*,*
Jefferson County R-1,Rose Stein International Elementary,Mathematics,06,11.5,10.3,1.2
Jefferson County R-1,Rooney Ranch Elementary School,Mathematics,All,61.6,58.3,3.3
Jefferson County R-1,Rooney Ranch Elementary School,Mathematics,03,63.4,56.6,6.8
Jefferson County R-1,Rooney Ranch Elementary School,Mathematics,04,63.3,58.1,5.2
Jefferson County R-1,Rooney Ranch Elementary School,Mathematics,05,57.7,60.0,-2.3
Jefferson County R-1,Ryan Elementary School,Mathematics,All,46.5,55.6,-9.1
Jefferson County R-1,Ryan Elementary School,Mathematics,03,55.4,51.6,3.8
Jefferson County R-1,Ryan Elementary School,Mathematics,04,40.0,58.6,-18.6
Jefferson County R-1,Ryan Elementary School,Mathematics,05,42.6,56.7,-14.1
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,All,23.7,30.7,-7
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,03,21.1,16.7,4.4
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,04,25.0,41.2,-16.2
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,05,15.0,41.7,-26.7
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,06,29.2,28.0,1.2
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,07,15.0,25.0,-10
Jefferson County R-1,Collegiate Academy of Colorado,Mathematics,08,32.1,27.3,4.8
Jefferson County R-1,Secrest Elementary School,Mathematics,All,18.2,27.3,-9.1
Jefferson County R-1,Secrest Elementary School,Mathematics,03,16.1,32.5,-16.4
Jefferson County R-1,Secrest Elementary School,Mathematics,04,33.3,24.3,9
Jefferson County R-1,Secrest Elementary School,Mathematics,05,9.1,25.0,-15.9
Jefferson County R-1,Semper Elementary School,Mathematics,All,24.6,26.6,-2
Jefferson County R-1,Semper Elementary School,Mathematics,03,31.7,41.5,-9.8
Jefferson County R-1,Semper Elementary School,Mathematics,04,22.2,15.7,6.5
Jefferson County R-1,Semper Elementary School,Mathematics,05,18.9,25.5,-6.6
Jefferson County R-1,Shaffer Elementary School,Mathematics,All,61.7,60.3,1.4
Jefferson County R-1,Shaffer Elementary School,Mathematics,03,70.0,63.5,6.5
Jefferson County R-1,Shaffer Elementary School,Mathematics,04,54.8,59.0,-4.2
Jefferson County R-1,Shaffer Elementary School,Mathematics,05,61.8,58.8,3
Jefferson County R-1,Shelton Elementary School,Mathematics,All,42.1,45.1,-3
Jefferson County R-1,Shelton Elementary School,Mathematics,03,48.1,59.2,-11.1
Jefferson County R-1,Shelton Elementary School,Mathematics,04,30.6,42.3,-11.7
Jefferson County R-1,Shelton Elementary School,Mathematics,05,47.8,35.7,12.1
Jefferson County R-1,Sierra Elementary School,Mathematics,All,66.8,53.2,13.6
Jefferson County R-1,Sierra Elementary School,Mathematics,03,67.6,50.7,16.9
Jefferson County R-1,Sierra Elementary School,Mathematics,04,62.3,46.9,15.4
Jefferson County R-1,Sierra Elementary School,Mathematics,05,70.3,60.0,10.3
Jefferson County R-1,Slater Elementary School,Mathematics,All,10.3,23.8,-13.5
Jefferson County R-1,Slater Elementary School,Mathematics,03,*,17.0,*
Jefferson County R-1,Slater Elementary School,Mathematics,04,16.1,23.7,-7.6
Jefferson County R-1,Slater Elementary School,Mathematics,05,*,14.6,*
Jefferson County R-1,Sobesky Academy,Mathematics,All,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,03,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,04,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,05,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,06,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,07,*,*,*
Jefferson County R-1,Sobesky Academy,Mathematics,08,*,*,*
Jefferson County R-1,Deane Elementary School,Mathematics,All,4.9,15.4,-10.5
Jefferson County R-1,Deane Elementary School,Mathematics,03,*,26.3,*
Jefferson County R-1,Deane Elementary School,Mathematics,04,*,8.7,*
Jefferson County R-1,Deane Elementary School,Mathematics,05,*,6.7,*
Jefferson County R-1,Deane Elementary School,Mathematics,06,8.5,21.3,-12.8
Jefferson County R-1,South Lakewood Elementary School,Mathematics,All,25.9,34.3,-8.4
Jefferson County R-1,South Lakewood Elementary School,Mathematics,03,24.6,33.8,-9.2
Jefferson County R-1,South Lakewood Elementary School,Mathematics,04,22.9,42.2,-19.3
Jefferson County R-1,South Lakewood Elementary School,Mathematics,05,30.2,37.5,-7.3
Jefferson County R-1,Stevens Elementary School,Mathematics,All,12.2,7.6,4.6
Jefferson County R-1,Stevens Elementary School,Mathematics,03,7.4,10.9,-3.5
Jefferson County R-1,Stevens Elementary School,Mathematics,04,9.5,*,*
Jefferson County R-1,Stevens Elementary School,Mathematics,05,19.6,*,*
Jefferson County R-1,Emory Elementary School,Mathematics,All,2.9,9.5,-6.6
Jefferson County R-1,Emory Elementary School,Mathematics,03,*,10.1,*
Jefferson County R-1,Emory Elementary School,Mathematics,04,*,8.5,*
Jefferson County R-1,Emory Elementary School,Mathematics,05,*,14.0,*
Jefferson County R-1,Emory Elementary School,Mathematics,06,*,6.4,*
Jefferson County R-1,Stober Elementary School,Mathematics,All,49.1,38.8,10.3
Jefferson County R-1,Stober Elementary School,Mathematics,03,40.6,39.1,1.5
Jefferson County R-1,Stober Elementary School,Mathematics,04,56.8,42.9,13.9
Jefferson County R-1,Stober Elementary School,Mathematics,05,48.6,35.0,13.6
Jefferson County R-1,Stony Creek Elementary School,Mathematics,All,51.4,38.9,12.5
Jefferson County R-1,Stony Creek Elementary School,Mathematics,03,61.1,53.7,7.4
Jefferson County R-1,Stony Creek Elementary School,Mathematics,04,44.7,33.3,11.4
Jefferson County R-1,Stony Creek Elementary School,Mathematics,05,46.8,32.9,13.9
Jefferson County R-1,Stott Elementary School,Mathematics,All,40.5,44.7,-4.2
Jefferson County R-1,Stott Elementary School,Mathematics,03,43.6,54.5,-10.9
Jefferson County R-1,Stott Elementary School,Mathematics,04,15.6,52.6,-37
Jefferson County R-1,Stott Elementary School,Mathematics,05,55.6,30.2,25.4
Jefferson County R-1,Summit Ridge Middle School,Mathematics,All,36.7,42.2,-5.5
Jefferson County R-1,Summit Ridge Middle School,Mathematics,06,35.4,*,*
Jefferson County R-1,Summit Ridge Middle School,Mathematics,07,35.5,41.5,-6
Jefferson County R-1,Summit Ridge Middle School,Mathematics,08,39.2,42.9,-3.7
Jefferson County R-1,Swanson Elementary School,Mathematics,All,14.1,9.1,5
Jefferson County R-1,Swanson Elementary School,Mathematics,03,24.1,13.5,10.6
Jefferson County R-1,Swanson Elementary School,Mathematics,04,*,7.0,*
Jefferson County R-1,Swanson Elementary School,Mathematics,05,*,8.2,*
Jefferson County R-1,Two Roads Charter School,Mathematics,All,23.3,20.4,2.9
Jefferson County R-1,Two Roads Charter School,Mathematics,03,23.8,*,*
Jefferson County R-1,Two Roads Charter School,Mathematics,04,*,33.3,*
Jefferson County R-1,Two Roads Charter School,Mathematics,05,35.3,23.5,11.8
Jefferson County R-1,Two Roads Charter School,Mathematics,06,*,14.3,*
Jefferson County R-1,Two Roads Charter School,Mathematics,07,13.8,*,*
Jefferson County R-1,Two Roads Charter School,Mathematics,08,30.6,*,*
Jefferson County R-1,Thomson Elementary School,Mathematics,All,19.4,19.6,-0.2
Jefferson County R-1,Thomson Elementary School,Mathematics,03,33.3,18.6,14.7
Jefferson County R-1,Thomson Elementary School,Mathematics,04,17.9,24.4,-6.5
Jefferson County R-1,Thomson Elementary School,Mathematics,05,7.3,17.1,-9.8
Jefferson County R-1,Three Creeks K-8,Mathematics,All,52.5,48.9,3.6
Jefferson County R-1,Three Creeks K-8,Mathematics,03,69.8,53.5,16.3
Jefferson County R-1,Three Creeks K-8,Mathematics,04,60.0,57.3,2.7
Jefferson County R-1,Three Creeks K-8,Mathematics,05,55.1,48.8,6.3
Jefferson County R-1,Three Creeks K-8,Mathematics,06,38.5,39.4,-0.9
Jefferson County R-1,Three Creeks K-8,Mathematics,07,31.4,48.8,-17.4
Jefferson County R-1,Three Creeks K-8,Mathematics,08,59.6,*,*
Jefferson County R-1,Ute Meadows Elementary School,Mathematics,All,48.3,60.6,-12.3
Jefferson County R-1,Ute Meadows Elementary School,Mathematics,03,54.1,58.3,-4.2
Jefferson County R-1,Ute Meadows Elementary School,Mathematics,04,54.1,65.3,-11.2
Jefferson County R-1,Ute Meadows Elementary School,Mathematics,05,35.7,55.8,-20.1
Jefferson County R-1,Van Arsdale Elementary School,Mathematics,All,56.7,52.7,4
Jefferson County R-1,Van Arsdale Elementary School,Mathematics,03,57.3,44.1,13.2
Jefferson County R-1,Van Arsdale Elementary School,Mathematics,04,62.5,54.3,8.2
Jefferson County R-1,Van Arsdale Elementary School,Mathematics,05,48.8,58.5,-9.7
Jefferson County R-1,Vanderhoof Elementary School,Mathematics,All,47.2,39.8,7.4
Jefferson County R-1,Vanderhoof Elementary School,Mathematics,03,40.3,41.8,-1.5
Jefferson County R-1,Vanderhoof Elementary School,Mathematics,04,52.7,40.3,12.4
Jefferson County R-1,Vanderhoof Elementary School,Mathematics,05,49.2,37.7,11.5
Jefferson County R-1,New Classical Academy at Vivian,Mathematics,All,28.6,22.0,6.6
Jefferson County R-1,New Classical Academy at Vivian,Mathematics,03,50.0,*,*
Jefferson County R-1,New Classical Academy at Vivian,Mathematics,04,*,*,*
Jefferson County R-1,New Classical Academy at Vivian,Mathematics,05,*,27.3,*
Jefferson County R-1,Warder Elementary School,Mathematics,All,59.3,42.4,16.9
Jefferson County R-1,Warder Elementary School,Mathematics,03,63.9,51.9,12
Jefferson County R-1,Warder Elementary School,Mathematics,04,52.1,31.4,20.7
Jefferson County R-1,Warder Elementary School,Mathematics,05,61.0,43.8,17.2
Jefferson County R-1,Wayne Carle Middle School,Mathematics,All,28.9,41.0,-12.1
Jefferson County R-1,Wayne Carle Middle School,Mathematics,06,28.2,29.7,-1.5
Jefferson County R-1,Wayne Carle Middle School,Mathematics,07,26.5,44.9,-18.4
Jefferson County R-1,Wayne Carle Middle School,Mathematics,08,32.3,48.7,-16.4
Jefferson County R-1,Weber Elementary School,Mathematics,All,34.5,26.6,7.9
Jefferson County R-1,Weber Elementary School,Mathematics,03,37.9,50.9,-13
Jefferson County R-1,Weber Elementary School,Mathematics,04,27.1,14.3,12.8
Jefferson County R-1,Weber Elementary School,Mathematics,05,40.5,20.7,19.8
Jefferson County R-1,Welchester Elementary School,Mathematics,All,17.9,8.4,9.5
Jefferson County R-1,Welchester Elementary School,Mathematics,03,28.2,12.8,15.4
Jefferson County R-1,Welchester Elementary School,Mathematics,04,*,5.6,*
Jefferson County R-1,Welchester Elementary School,Mathematics,05,*,8.0,*
Jefferson County R-1,Westgate Elementary School,Mathematics,All,20.4,15.1,5.3
Jefferson County R-1,Westgate Elementary School,Mathematics,03,25.8,12.3,13.5
Jefferson County R-1,Westgate Elementary School,Mathematics,04,21.7,14.9,6.8
Jefferson County R-1,Westgate Elementary School,Mathematics,05,13.6,18.6,-5
Jefferson County R-1,West Jefferson Elementary School,Mathematics,All,64.6,41.9,22.7
Jefferson County R-1,West Jefferson Elementary School,Mathematics,03,81.3,46.3,35
Jefferson County R-1,West Jefferson Elementary School,Mathematics,04,71.1,35.9,35.2
Jefferson County R-1,West Jefferson Elementary School,Mathematics,05,46.5,42.9,3.6
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,All,49.0,48.7,0.3
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,03,61.1,51.9,9.2
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,04,22.9,50.0,-27.1
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,05,55.6,50.0,5.6
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,06,44.0,42.9,1.1
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,07,58.8,37.8,21
Jefferson County R-1,Woodrow Wilson Charter Academy,Mathematics,08,48.6,60.0,-11.4
Jefferson County R-1,West Jefferson Middle School,Mathematics,All,42.6,42.9,-0.3
Jefferson County R-1,West Jefferson Middle School,Mathematics,06,37.2,42.5,-5.3
Jefferson County R-1,West Jefferson Middle School,Mathematics,07,46.5,38.7,7.8
Jefferson County R-1,West Jefferson Middle School,Mathematics,08,45.3,47.6,-2.3
Jefferson County R-1,West Woods Elementary School,Mathematics,All,65.4,68.5,-3.1
Jefferson County R-1,West Woods Elementary School,Mathematics,03,68.1,70.2,-2.1
Jefferson County R-1,West Woods Elementary School,Mathematics,04,57.3,69.2,-11.9
Jefferson County R-1,West Woods Elementary School,Mathematics,05,70.0,66.4,3.6
Jefferson County R-1,Dennison Elementary School,Mathematics,All,88.4,85.9,2.5
Jefferson County R-1,Dennison Elementary School,Mathematics,03,85.9,84.1,1.8
Jefferson County R-1,Dennison Elementary School,Mathematics,04,87.9,87.6,0.3
Jefferson County R-1,Dennison Elementary School,Mathematics,05,94.5,84.3,10.2
Jefferson County R-1,Dennison Elementary School,Mathematics,06,84.7,87.5,-2.8
Jefferson County R-1,Westridge Elementary School,Mathematics,All,53.7,54.4,-0.7
Jefferson County R-1,Westridge Elementary School,Mathematics,03,62.9,64.4,-1.5
Jefferson County R-1,Westridge Elementary School,Mathematics,04,53.6,48.7,4.9
Jefferson County R-1,Westridge Elementary School,Mathematics,05,43.9,53.1,-9.2
Jefferson County R-1,Wilmore Davis Elementary School,Mathematics,All,11.7,15.6,-3.9
Jefferson County R-1,Wilmore Davis Elementary School,Mathematics,03,*,16.0,*
Jefferson County R-1,Wilmore Davis Elementary School,Mathematics,04,*,9.3,*
Jefferson County R-1,Wilmore Davis Elementary School,Mathematics,05,25.0,21.4,3.6
Jefferson County R-1,Wilmot Elementary School,Mathematics,All,54.3,55.5,-1.2
Jefferson County R-1,Wilmot Elementary School,Mathematics,03,64.3,70.9,-6.6
Jefferson County R-1,Wilmot Elementary School,Mathematics,04,68.9,47.4,21.5
Jefferson County R-1,Wilmot Elementary School,Mathematics,05,28.6,46.5,-17.9
Jefferson County R-1,Witt Elementary School,Mathematics,All,36.6,26.3,10.3
Jefferson County R-1,Witt Elementary School,Mathematics,03,29.6,31.3,-1.7
Jefferson County R-1,Witt Elementary School,Mathematics,04,33.3,15.2,18.1
Jefferson County R-1,Witt Elementary School,Mathematics,05,47.8,35.0,12.8
Jefferson County R-1,Mountview Youth Service Center,Mathematics,All,*,*,*
Jefferson County R-1,Mountview Youth Service Center,Mathematics,07,*,*,*
Jefferson County R-1,Mountview Youth Service Center,Mathematics,08,*,*,*
Johnstown-Milliken RE-5J,All Schools,English Language Arts,All,40.0,33.7,6.3
Johnstown-Milliken RE-5J,All Schools,English Language Arts,03,29.7,34.7,-5
Johnstown-Milliken RE-5J,All Schools,English Language Arts,04,31.5,33.4,-1.9
Johnstown-Milliken RE-5J,All Schools,English Language Arts,05,44.2,33.4,10.8
Johnstown-Milliken RE-5J,All Schools,English Language Arts,06,46.3,37.9,8.4
Johnstown-Milliken RE-5J,All Schools,English Language Arts,07,47.5,34.4,13.1
Johnstown-Milliken RE-5J,All Schools,English Language Arts,08,41.1,28.1,13
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,All,34.6,33.2,1.4
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,03,21.7,25.0,-3.3
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,04,22.7,42.1,-19.4
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,05,29.5,41.7,-12.2
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,06,51.1,21.1,30
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,07,43.6,31.7,11.9
Johnstown-Milliken RE-5J,Knowledge Quest Academy,English Language Arts,08,40.5,37.1,3.4
Johnstown-Milliken RE-5J,Elwell Elementary School,English Language Arts,All,45.1,33.6,11.5
Johnstown-Milliken RE-5J,Elwell Elementary School,English Language Arts,03,39.0,33.3,5.7
Johnstown-Milliken RE-5J,Elwell Elementary School,English Language Arts,04,42.7,32.5,10.2
Johnstown-Milliken RE-5J,Elwell Elementary School,English Language Arts,05,54.4,34.8,19.6
Johnstown-Milliken RE-5J,Milliken Elementary School,English Language Arts,All,18.7,21.2,-2.5
Johnstown-Milliken RE-5J,Milliken Elementary School,English Language Arts,03,11.9,22.4,-10.5
