District Name,School Name,Content,Grade,2023,2019,Change 2019 to 2023
Pueblo County 70,Villa Bella Expeditionary Middle School,Mathematics,06,26.0,*,*
Pueblo County 70,70 Online,Mathematics,All,5.8,6.5,-0.7
Pueblo County 70,70 Online,Mathematics,06,*,*,*
Pueblo County 70,70 Online,Mathematics,07,*,*,*
Pueblo County 70,70 Online,Mathematics,08,*,*,*
Pueblo County 70,North Mesa Elementary School,Mathematics,All,40.3,28.7,11.6
Pueblo County 70,North Mesa Elementary School,Mathematics,03,53.4,29.3,24.1
Pueblo County 70,North Mesa Elementary School,Mathematics,04,32.8,22.4,10.4
Pueblo County 70,North Mesa Elementary School,Mathematics,05,33.3,33.0,0.3
Pueblo County 70,Pleasant View Middle School,Mathematics,All,25.6,31.2,-5.6
Pueblo County 70,Pleasant View Middle School,Mathematics,06,13.7,23.4,-9.7
Pueblo County 70,Pleasant View Middle School,Mathematics,07,19.2,30.3,-11.1
Pueblo County 70,Pleasant View Middle School,Mathematics,08,40.6,41.6,-1
Pueblo County 70,Prairie Winds Elementary School,Mathematics,All,23.2,24.2,-1
Pueblo County 70,Prairie Winds Elementary School,Mathematics,03,23.2,31.4,-8.2
Pueblo County 70,Prairie Winds Elementary School,Mathematics,04,18.1,16.5,1.6
Pueblo County 70,Prairie Winds Elementary School,Mathematics,05,28.9,24.2,4.7
Pueblo County 70,Liberty Point Elementary School,Mathematics,All,19.3,26.1,-6.8
Pueblo County 70,Liberty Point Elementary School,Mathematics,03,30.5,27.9,2.6
Pueblo County 70,Liberty Point Elementary School,Mathematics,04,5.2,28.6,-23.4
Pueblo County 70,Liberty Point Elementary School,Mathematics,05,22.0,22.0,0
Pueblo County 70,Liberty Point International School,Mathematics,All,10.1,12.2,-2.1
Pueblo County 70,Liberty Point International School,Mathematics,06,15.4,5.0,10.4
Pueblo County 70,Liberty Point International School,Mathematics,07,5.4,13.3,-7.9
Pueblo County 70,Liberty Point International School,Mathematics,08,10.4,20.6,-10.2
Pueblo County 70,Rye Elementary School,Mathematics,All,37.3,37.6,-0.3
Pueblo County 70,Rye Elementary School,Mathematics,03,50.0,33.3,16.7
Pueblo County 70,Rye Elementary School,Mathematics,04,33.3,23.3,10
Pueblo County 70,Rye Elementary School,Mathematics,05,28.3,53.8,-25.5
Pueblo County 70,Craver Middle School,Mathematics,All,20.6,23.6,-3
Pueblo County 70,Craver Middle School,Mathematics,06,28.0,27.6,0.4
Pueblo County 70,Craver Middle School,Mathematics,07,11.3,23.5,-12.2
Pueblo County 70,Craver Middle School,Mathematics,08,23.1,18.8,4.3
Pueblo County 70,Pueblo Classical Academy,Mathematics,All,17.1,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,03,*,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,04,*,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,05,*,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,06,*,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,07,21.7,*,*
Pueblo County 70,Pueblo Classical Academy,Mathematics,08,18.2,*,*
Pueblo County 70,Sierra Vista Elementary School,Mathematics,All,28.2,24.9,3.3
Pueblo County 70,Sierra Vista Elementary School,Mathematics,03,15.7,29.5,-13.8
Pueblo County 70,Sierra Vista Elementary School,Mathematics,04,35.2,20.6,14.6
Pueblo County 70,Sierra Vista Elementary School,Mathematics,05,36.7,23.7,13
Pueblo County 70,South Mesa Elementary School,Mathematics,All,32.1,27.0,5.1
Pueblo County 70,South Mesa Elementary School,Mathematics,03,46.5,33.8,12.7
Pueblo County 70,South Mesa Elementary School,Mathematics,04,24.1,19.7,4.4
Pueblo County 70,South Mesa Elementary School,Mathematics,05,29.2,26.8,2.4
Pueblo County 70,Swallows Charter Academy,Mathematics,All,30.7,32.8,-2.1
Pueblo County 70,Swallows Charter Academy,Mathematics,03,39.1,40.0,-0.9
Pueblo County 70,Swallows Charter Academy,Mathematics,04,49.3,22.9,26.4
Pueblo County 70,Swallows Charter Academy,Mathematics,05,37.1,35.4,1.7
Pueblo County 70,Swallows Charter Academy,Mathematics,06,14.1,27.7,-13.6
Pueblo County 70,Swallows Charter Academy,Mathematics,07,22.9,40.4,-17.5
Pueblo County 70,Swallows Charter Academy,Mathematics,08,18.0,27.1,-9.1
Pueblo County 70,The Connect Charter School,Mathematics,All,54.3,76.6,-22.3
Pueblo County 70,The Connect Charter School,Mathematics,06,46.2,69.4,-23.2
Pueblo County 70,The Connect Charter School,Mathematics,07,51.9,77.4,-25.5
Pueblo County 70,The Connect Charter School,Mathematics,08,65.9,85.1,-19.2
Pueblo County 70,Villa Bella Expeditionary School,Mathematics,All,25.5,*,*
Pueblo County 70,Villa Bella Expeditionary School,Mathematics,03,32.0,*,*
Pueblo County 70,Villa Bella Expeditionary School,Mathematics,04,22.4,*,*
Pueblo County 70,Villa Bella Expeditionary School,Mathematics,05,22.0,*,*
Pueblo County 70,Vineland Elementary School,Mathematics,All,28.0,18.5,9.5
Pueblo County 70,Vineland Elementary School,Mathematics,03,25.0,22.5,2.5
Pueblo County 70,Vineland Elementary School,Mathematics,04,18.9,8.7,10.2
Pueblo County 70,Vineland Elementary School,Mathematics,05,40.8,24.5,16.3
Pueblo County 70,Vineland Middle School,Mathematics,All,13.8,20.6,-6.8
Pueblo County 70,Vineland Middle School,Mathematics,06,14.1,15.6,-1.5
Pueblo County 70,Vineland Middle School,Mathematics,07,14.3,20.6,-6.3
Pueblo County 70,Vineland Middle School,Mathematics,08,13.0,25.8,-12.8
Rangely RE-4,All Schools,English Language Arts,All,28.8,31.0,-2.2
Rangely RE-4,All Schools,English Language Arts,03,25.6,19.0,6.6
Rangely RE-4,All Schools,English Language Arts,04,32.1,31.0,1.1
Rangely RE-4,All Schools,English Language Arts,05,34.5,34.0,0.5
Rangely RE-4,All Schools,English Language Arts,06,28.1,42.6,-14.5
Rangely RE-4,All Schools,English Language Arts,07,25.0,41.4,-16.4
Rangely RE-4,All Schools,English Language Arts,08,30.3,15.6,14.7
Rangely RE-4,Parkview Elementary School,English Language Arts,All,30.2,28.5,1.7
Rangely RE-4,Parkview Elementary School,English Language Arts,03,25.6,19.0,6.6
Rangely RE-4,Parkview Elementary School,English Language Arts,04,32.1,31.0,1.1
Rangely RE-4,Parkview Elementary School,English Language Arts,05,34.5,34.0,0.5
Rangely RE-4,Rangely Junior/Senior High School,English Language Arts,All,27.5,34.3,-6.8
Rangely RE-4,Rangely Junior/Senior High School,English Language Arts,06,28.1,42.6,-14.5
Rangely RE-4,Rangely Junior/Senior High School,English Language Arts,07,25.0,41.4,-16.4
Rangely RE-4,Rangely Junior/Senior High School,English Language Arts,08,30.3,15.6,14.7
Rangely RE-4,All Schools,Mathematics,All,17.5,27.2,-9.7
Rangely RE-4,All Schools,Mathematics,03,25.0,32.6,-7.6
Rangely RE-4,All Schools,Mathematics,04,21.4,18.6,2.8
Rangely RE-4,All Schools,Mathematics,05,27.6,35.8,-8.2
Rangely RE-4,All Schools,Mathematics,06,9.4,25.5,-16.1
Rangely RE-4,All Schools,Mathematics,07,6.8,27.6,-20.8
Rangely RE-4,All Schools,Mathematics,08,18.2,18.8,-0.6
Rangely RE-4,Parkview Elementary School,Mathematics,All,24.7,29.6,-4.9
Rangely RE-4,Parkview Elementary School,Mathematics,03,25.0,32.6,-7.6
Rangely RE-4,Parkview Elementary School,Mathematics,04,21.4,18.6,2.8
Rangely RE-4,Parkview Elementary School,Mathematics,05,27.6,35.8,-8.2
Rangely RE-4,Rangely Junior/Senior High School,Mathematics,All,11.0,24.1,-13.1
Rangely RE-4,Rangely Junior/Senior High School,Mathematics,06,9.4,25.5,-16.1
Rangely RE-4,Rangely Junior/Senior High School,Mathematics,07,6.8,27.6,-20.8
Rangely RE-4,Rangely Junior/Senior High School,Mathematics,08,18.2,18.8,-0.6
Revere School District,All Schools,English Language Arts,All,*,*,*
Revere School District,All Schools,English Language Arts,03,*,*,*
Revere School District,All Schools,English Language Arts,04,*,*,*
Revere School District,All Schools,English Language Arts,05,*,*,*
Revere School District,All Schools,English Language Arts,06,*,*,*
Revere School District,All Schools,English Language Arts,07,*,*,*
Revere School District,All Schools,English Language Arts,08,*,*,*
Revere School District,Revere Elementary,English Language Arts,All,*,*,*
Revere School District,Revere Elementary,English Language Arts,03,*,*,*
Revere School District,Revere Elementary,English Language Arts,04,*,*,*
Revere School District,Revere Elementary,English Language Arts,05,*,*,*
Revere School District,Revere Elementary,English Language Arts,06,*,*,*
Revere School District,Revere Junior-Senior High School,English Language Arts,All,*,*,*
Revere School District,Revere Junior-Senior High School,English Language Arts,07,*,*,*
Revere School District,Revere Junior-Senior High School,English Language Arts,08,*,*,*
Revere School District,All Schools,Mathematics,All,*,*,*
Revere School District,All Schools,Mathematics,03,*,*,*
Revere School District,All Schools,Mathematics,04,*,*,*
Revere School District,All Schools,Mathematics,05,*,*,*
Revere School District,All Schools,Mathematics,06,*,*,*
Revere School District,All Schools,Mathematics,07,*,*,*
Revere School District,All Schools,Mathematics,08,*,*,*
Revere School District,Revere Elementary,Mathematics,All,*,*,*
Revere School District,Revere Elementary,Mathematics,03,*,*,*
Revere School District,Revere Elementary,Mathematics,04,*,*,*
Revere School District,Revere Elementary,Mathematics,05,*,*,*
Revere School District,Revere Elementary,Mathematics,06,*,*,*
Revere School District,Revere Junior-Senior High School,Mathematics,All,*,*,*
Revere School District,Revere Junior-Senior High School,Mathematics,07,*,*,*
Revere School District,Revere Junior-Senior High School,Mathematics,08,*,*,*
Ridgway R-2,All Schools,English Language Arts,All,59.2,57.1,2.1
Ridgway R-2,All Schools,English Language Arts,03,68.2,78.9,-10.7
Ridgway R-2,All Schools,English Language Arts,04,50.0,51.9,-1.9
Ridgway R-2,All Schools,English Language Arts,05,51.9,43.5,8.4
Ridgway R-2,All Schools,English Language Arts,06,66.7,58.6,8.1
Ridgway R-2,All Schools,English Language Arts,07,64.0,50.0,14
Ridgway R-2,All Schools,English Language Arts,08,55.6,62.1,-6.5
Ridgway R-2,Ridgway Elementary School,English Language Arts,All,56.5,56.5,0
Ridgway R-2,Ridgway Elementary School,English Language Arts,03,68.2,78.9,-10.7
Ridgway R-2,Ridgway Elementary School,English Language Arts,04,50.0,51.9,-1.9
Ridgway R-2,Ridgway Elementary School,English Language Arts,05,51.9,43.5,8.4
Ridgway R-2,Ridgway Middle School,English Language Arts,All,61.6,57.7,3.9
Ridgway R-2,Ridgway Middle School,English Language Arts,06,66.7,58.6,8.1
Ridgway R-2,Ridgway Middle School,English Language Arts,07,64.0,50.0,14
Ridgway R-2,Ridgway Middle School,English Language Arts,08,55.6,62.1,-6.5
Ridgway R-2,All Schools,Mathematics,All,54.2,49.3,4.9
Ridgway R-2,All Schools,Mathematics,03,73.9,94.7,-20.8
Ridgway R-2,All Schools,Mathematics,04,33.3,55.6,-22.3
Ridgway R-2,All Schools,Mathematics,05,40.7,17.4,23.3
Ridgway R-2,All Schools,Mathematics,06,61.9,31.0,30.9
Ridgway R-2,All Schools,Mathematics,07,64.0,47.4,16.6
Ridgway R-2,All Schools,Mathematics,08,51.9,58.6,-6.7
Ridgway R-2,Ridgway Elementary School,Mathematics,All,49.3,53.6,-4.3
Ridgway R-2,Ridgway Elementary School,Mathematics,03,73.9,94.7,-20.8
Ridgway R-2,Ridgway Elementary School,Mathematics,04,33.3,55.6,-22.3
Ridgway R-2,Ridgway Elementary School,Mathematics,05,40.7,17.4,23.3
Ridgway R-2,Ridgway Middle School,Mathematics,All,58.9,45.5,13.4
Ridgway R-2,Ridgway Middle School,Mathematics,06,61.9,31.0,30.9
Ridgway R-2,Ridgway Middle School,Mathematics,07,64.0,47.4,16.6
Ridgway R-2,Ridgway Middle School,Mathematics,08,51.9,58.6,-6.7
Roaring Fork RE-1,All Schools,English Language Arts,All,35.8,39.0,-3.2
Roaring Fork RE-1,All Schools,English Language Arts,03,28.4,31.9,-3.5
Roaring Fork RE-1,All Schools,English Language Arts,04,34.1,33.1,1
Roaring Fork RE-1,All Schools,English Language Arts,05,35.7,36.0,-0.3
Roaring Fork RE-1,All Schools,English Language Arts,06,36.9,38.4,-1.5
Roaring Fork RE-1,All Schools,English Language Arts,07,40.3,46.5,-6.2
Roaring Fork RE-1,All Schools,English Language Arts,08,37.7,46.7,-9
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,All,49.4,61.6,-12.2
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,03,*,*,*
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,04,41.2,50.0,-8.8
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,05,*,*,*
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,06,64.7,*,*
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,07,62.5,*,*
Roaring Fork RE-1,Carbondale Community Charter School,English Language Arts,08,*,*,*
Roaring Fork RE-1,Basalt Elementary School,English Language Arts,All,44.4,35.8,8.6
Roaring Fork RE-1,Basalt Elementary School,English Language Arts,03,44.1,35.8,8.3
Roaring Fork RE-1,Basalt Elementary School,English Language Arts,04,44.9,35.7,9.2
Roaring Fork RE-1,Basalt Middle School,English Language Arts,All,32.9,47.9,-15
Roaring Fork RE-1,Basalt Middle School,English Language Arts,05,20.6,31.5,-10.9
Roaring Fork RE-1,Basalt Middle School,English Language Arts,06,36.7,45.8,-9.1
Roaring Fork RE-1,Basalt Middle School,English Language Arts,07,34.7,55.4,-20.7
Roaring Fork RE-1,Basalt Middle School,English Language Arts,08,39.1,59.4,-20.3
Roaring Fork RE-1,Carbondale Middle School,English Language Arts,All,41.5,46.8,-5.3
Roaring Fork RE-1,Carbondale Middle School,English Language Arts,05,48.0,42.7,5.3
Roaring Fork RE-1,Carbondale Middle School,English Language Arts,06,32.9,40.5,-7.6
Roaring Fork RE-1,Carbondale Middle School,English Language Arts,07,42.0,59.0,-17
Roaring Fork RE-1,Carbondale Middle School,English Language Arts,08,42.5,45.7,-3.2
Roaring Fork RE-1,Crystal River Elementary School,English Language Arts,All,31.3,31.4,-0.1
Roaring Fork RE-1,Crystal River Elementary School,English Language Arts,03,34.3,30.0,4.3
Roaring Fork RE-1,Crystal River Elementary School,English Language Arts,04,28.6,32.9,-4.3
Roaring Fork RE-1,Glenwood Springs Elementary School,English Language Arts,All,23.0,25.7,-2.7
Roaring Fork RE-1,Glenwood Springs Elementary School,English Language Arts,03,19.7,29.2,-9.5
Roaring Fork RE-1,Glenwood Springs Elementary School,English Language Arts,04,21.7,19.8,1.9
Roaring Fork RE-1,Glenwood Springs Elementary School,English Language Arts,05,27.4,28.6,-1.2
Roaring Fork RE-1,Glenwood Springs Middle School,English Language Arts,All,32.6,33.0,-0.4
Roaring Fork RE-1,Glenwood Springs Middle School,English Language Arts,06,35.3,31.9,3.4
Roaring Fork RE-1,Glenwood Springs Middle School,English Language Arts,07,38.9,31.3,7.6
Roaring Fork RE-1,Glenwood Springs Middle School,English Language Arts,08,24.8,36.1,-11.3
Roaring Fork RE-1,Riverview School,English Language Arts,All,26.1,33.9,-7.8
Roaring Fork RE-1,Riverview School,English Language Arts,03,*,*,*
Roaring Fork RE-1,Riverview School,English Language Arts,04,18.5,30.8,-12.3
Roaring Fork RE-1,Riverview School,English Language Arts,05,*,*,*
Roaring Fork RE-1,Riverview School,English Language Arts,06,25.6,*,*
Roaring Fork RE-1,Riverview School,English Language Arts,07,35.7,*,*
Roaring Fork RE-1,Riverview School,English Language Arts,08,*,*,*
Roaring Fork RE-1,Sopris Elementary School,English Language Arts,All,41.5,37.3,4.2
Roaring Fork RE-1,Sopris Elementary School,English Language Arts,03,34.1,33.9,0.2
Roaring Fork RE-1,Sopris Elementary School,English Language Arts,04,50.0,43.8,6.2
Roaring Fork RE-1,Sopris Elementary School,English Language Arts,05,37.2,33.9,3.3
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,All,45.9,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,03,18.6,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,04,34.9,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,05,68.4,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,06,48.8,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,07,48.6,*,*
Roaring Fork RE-1,Two Rivers Community School,English Language Arts,08,60.5,*,*
Roaring Fork RE-1,All Schools,Mathematics,All,24.8,28.6,-3.8
Roaring Fork RE-1,All Schools,Mathematics,03,28.7,31.9,-3.2
Roaring Fork RE-1,All Schools,Mathematics,04,18.9,20.9,-2
Roaring Fork RE-1,All Schools,Mathematics,05,24.2,27.1,-2.9
Roaring Fork RE-1,All Schools,Mathematics,06,18.3,27.8,-9.5
Roaring Fork RE-1,All Schools,Mathematics,07,21.2,28.2,-7
Roaring Fork RE-1,All Schools,Mathematics,08,37.2,35.9,1.3
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,All,31.1,35.6,-4.5
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,03,*,*,*
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,04,35.3,43.8,-8.5
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,05,*,*,*
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,06,17.6,*,*
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,07,18.8,*,*
Roaring Fork RE-1,Carbondale Community Charter School,Mathematics,08,*,*,*
Roaring Fork RE-1,Basalt Elementary School,Mathematics,All,28.3,29.0,-0.7
Roaring Fork RE-1,Basalt Elementary School,Mathematics,03,33.7,32.0,1.7
Roaring Fork RE-1,Basalt Elementary School,Mathematics,04,21.8,26.2,-4.4
Roaring Fork RE-1,Basalt Middle School,Mathematics,All,22.9,31.7,-8.8
Roaring Fork RE-1,Basalt Middle School,Mathematics,05,18.6,29.8,-11.2
Roaring Fork RE-1,Basalt Middle School,Mathematics,06,22.5,21.0,1.5
Roaring Fork RE-1,Basalt Middle School,Mathematics,07,16.0,32.2,-16.2
Roaring Fork RE-1,Basalt Middle School,Mathematics,08,35.1,42.9,-7.8
Roaring Fork RE-1,Carbondale Middle School,Mathematics,All,32.7,36.4,-3.7
Roaring Fork RE-1,Carbondale Middle School,Mathematics,05,36.4,31.3,5.1
Roaring Fork RE-1,Carbondale Middle School,Mathematics,06,20.8,35.4,-14.6
Roaring Fork RE-1,Carbondale Middle School,Mathematics,07,29.0,32.1,-3.1
Roaring Fork RE-1,Carbondale Middle School,Mathematics,08,43.3,49.3,-6
Roaring Fork RE-1,Crystal River Elementary School,Mathematics,All,22.2,20.8,1.4
Roaring Fork RE-1,Crystal River Elementary School,Mathematics,03,33.3,26.8,6.5
Roaring Fork RE-1,Crystal River Elementary School,Mathematics,04,12.8,14.3,-1.5
Roaring Fork RE-1,Glenwood Springs Elementary School,Mathematics,All,14.6,19.0,-4.4
Roaring Fork RE-1,Glenwood Springs Elementary School,Mathematics,03,29.0,29.2,-0.2
Roaring Fork RE-1,Glenwood Springs Elementary School,Mathematics,04,6.2,9.6,-3.4
Roaring Fork RE-1,Glenwood Springs Elementary School,Mathematics,05,9.2,19.5,-10.3
Roaring Fork RE-1,Glenwood Springs Middle School,Mathematics,All,18.2,26.4,-8.2
Roaring Fork RE-1,Glenwood Springs Middle School,Mathematics,06,14.0,26.8,-12.8
Roaring Fork RE-1,Glenwood Springs Middle School,Mathematics,07,13.9,22.4,-8.5
Roaring Fork RE-1,Glenwood Springs Middle School,Mathematics,08,25.5,30.5,-5
Roaring Fork RE-1,Riverview School,Mathematics,All,20.3,20.6,-0.3
Roaring Fork RE-1,Riverview School,Mathematics,03,*,*,*
Roaring Fork RE-1,Riverview School,Mathematics,04,12.1,10.3,1.8
Roaring Fork RE-1,Riverview School,Mathematics,05,*,*,*
Roaring Fork RE-1,Riverview School,Mathematics,06,20.5,*,*
Roaring Fork RE-1,Riverview School,Mathematics,07,25.0,*,*
Roaring Fork RE-1,Riverview School,Mathematics,08,*,*,*
Roaring Fork RE-1,Sopris Elementary School,Mathematics,All,35.7,36.0,-0.3
Roaring Fork RE-1,Sopris Elementary School,Mathematics,03,32.6,45.3,-12.7
Roaring Fork RE-1,Sopris Elementary School,Mathematics,04,39.7,35.4,4.3
Roaring Fork RE-1,Sopris Elementary School,Mathematics,05,33.3,26.7,6.6
Roaring Fork RE-1,Two Rivers Community School,Mathematics,All,29.9,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,03,20.9,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,04,14.3,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,05,36.8,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,06,14.0,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,07,35.1,*,*
Roaring Fork RE-1,Two Rivers Community School,Mathematics,08,63.2,*,*
Rocky Ford R-2,All Schools,English Language Arts,All,34.6,37.9,-3.3
Rocky Ford R-2,All Schools,English Language Arts,03,32.6,33.3,-0.7
Rocky Ford R-2,All Schools,English Language Arts,04,28.3,41.2,-12.9
Rocky Ford R-2,All Schools,English Language Arts,05,37.9,38.6,-0.7
Rocky Ford R-2,All Schools,English Language Arts,06,48.8,36.4,12.4
Rocky Ford R-2,All Schools,English Language Arts,07,42.1,23.8,18.3
Rocky Ford R-2,All Schools,English Language Arts,08,21.8,50.0,-28.2
Rocky Ford R-2,Jefferson Intermediate School,English Language Arts,All,36.8,37.7,-0.9
Rocky Ford R-2,Jefferson Intermediate School,English Language Arts,03,32.6,33.3,-0.7
Rocky Ford R-2,Jefferson Intermediate School,English Language Arts,04,28.3,41.2,-12.9
Rocky Ford R-2,Jefferson Intermediate School,English Language Arts,05,37.9,38.6,-0.7
Rocky Ford R-2,Jefferson Intermediate School,English Language Arts,06,48.8,36.9,11.9
Rocky Ford R-2,Rocky Ford Junior/Senior High School,English Language Arts,All,30.4,38.8,-8.4
Rocky Ford R-2,Rocky Ford Junior/Senior High School,English Language Arts,07,42.1,23.8,18.3
Rocky Ford R-2,Rocky Ford Junior/Senior High School,English Language Arts,08,22.2,50.0,-27.8
Rocky Ford R-2,All Schools,Mathematics,All,23.3,24.6,-1.3
Rocky Ford R-2,All Schools,Mathematics,03,23.8,37.9,-14.1
Rocky Ford R-2,All Schools,Mathematics,04,28.3,27.9,0.4
Rocky Ford R-2,All Schools,Mathematics,05,25.9,19.3,6.6
Rocky Ford R-2,All Schools,Mathematics,06,30.2,20.0,10.2
Rocky Ford R-2,All Schools,Mathematics,07,23.1,9.5,13.6
Rocky Ford R-2,All Schools,Mathematics,08,10.9,28.6,-17.7
Rocky Ford R-2,Jefferson Intermediate School,Mathematics,All,27.0,26.3,0.7
Rocky Ford R-2,Jefferson Intermediate School,Mathematics,03,23.8,37.9,-14.1
Rocky Ford R-2,Jefferson Intermediate School,Mathematics,04,28.3,27.9,0.4
Rocky Ford R-2,Jefferson Intermediate School,Mathematics,05,25.9,19.3,6.6
Rocky Ford R-2,Jefferson Intermediate School,Mathematics,06,30.2,20.3,9.9
Rocky Ford R-2,Rocky Ford Junior/Senior High School,Mathematics,All,16.1,20.4,-4.3
Rocky Ford R-2,Rocky Ford Junior/Senior High School,Mathematics,07,23.1,9.5,13.6
Rocky Ford R-2,Rocky Ford Junior/Senior High School,Mathematics,08,11.1,28.6,-17.5
Salida R-32,All Schools,English Language Arts,All,59.4,58.1,1.3
Salida R-32,All Schools,English Language Arts,03,43.0,41.8,1.2
Salida R-32,All Schools,English Language Arts,04,62.8,61.7,1.1
Salida R-32,All Schools,English Language Arts,05,60.2,58.6,1.6
Salida R-32,All Schools,English Language Arts,06,65.6,49.5,16.1
Salida R-32,All Schools,English Language Arts,07,51.2,70.1,-18.9
Salida R-32,All Schools,English Language Arts,08,70.6,65.9,4.7
Salida R-32,Crest Academy,English Language Arts,All,74.1,78.8,-4.7
Salida R-32,Crest Academy,English Language Arts,05,*,*,*
Salida R-32,Crest Academy,English Language Arts,06,*,*,*
Salida R-32,Crest Academy,English Language Arts,07,*,*,*
Salida R-32,Crest Academy,English Language Arts,08,*,*,*
Salida R-32,Salida Middle School,English Language Arts,All,60.3,59.1,1.2
Salida R-32,Salida Middle School,English Language Arts,05,*,*,*
Salida R-32,Salida Middle School,English Language Arts,06,*,*,*
Salida R-32,Salida Middle School,English Language Arts,07,*,*,*
Salida R-32,Salida Middle School,English Language Arts,08,*,*,*
Salida R-32,Longfellow Elementary School,English Language Arts,All,53.3,52.6,0.7
Salida R-32,Longfellow Elementary School,English Language Arts,03,43.0,41.8,1.2
Salida R-32,Longfellow Elementary School,English Language Arts,04,62.8,61.7,1.1
Salida R-32,All Schools,Mathematics,All,44.9,50.9,-6
Salida R-32,All Schools,Mathematics,03,37.6,43.0,-5.4
Salida R-32,All Schools,Mathematics,04,68.1,67.0,1.1
Salida R-32,All Schools,Mathematics,05,46.6,56.6,-10
Salida R-32,All Schools,Mathematics,06,37.6,34.0,3.6
Salida R-32,All Schools,Mathematics,07,34.1,56.3,-22.2
Salida R-32,All Schools,Mathematics,08,43.1,47.7,-4.6
Salida R-32,Crest Academy,Mathematics,All,62.1,60.6,1.5
Salida R-32,Crest Academy,Mathematics,05,*,*,*
Salida R-32,Crest Academy,Mathematics,06,*,*,*
Salida R-32,Crest Academy,Mathematics,07,*,*,*
Salida R-32,Crest Academy,Mathematics,08,*,*,*
Salida R-32,Salida Middle School,Mathematics,All,36.5,47.5,-11
Salida R-32,Salida Middle School,Mathematics,05,*,*,*
Salida R-32,Salida Middle School,Mathematics,06,*,*,*
Salida R-32,Salida Middle School,Mathematics,07,*,*,*
Salida R-32,Salida Middle School,Mathematics,08,*,*,*
Salida R-32,Longfellow Elementary School,Mathematics,All,53.6,56.1,-2.5
Salida R-32,Longfellow Elementary School,Mathematics,03,37.6,43.0,-5.4
Salida R-32,Longfellow Elementary School,Mathematics,04,68.1,67.0,1.1
San Juan BOCES,All Schools,English Language Arts,All,*,*,*
San Juan BOCES,All Schools,English Language Arts,07,*,*,*
San Juan BOCES,All Schools,English Language Arts,08,*,*,*
San Juan BOCES,Southwest Colorado eSchool,English Language Arts,All,*,*,*
San Juan BOCES,Southwest Colorado eSchool,English Language Arts,07,*,*,*
San Juan BOCES,Southwest Colorado eSchool,English Language Arts,08,*,*,*
San Juan BOCES,All Schools,Mathematics,All,*,*,*
San Juan BOCES,All Schools,Mathematics,07,*,*,*
San Juan BOCES,All Schools,Mathematics,08,*,*,*
San Juan BOCES,Southwest Colorado eSchool,Mathematics,All,*,*,*
San Juan BOCES,Southwest Colorado eSchool,Mathematics,07,*,*,*
San Juan BOCES,Southwest Colorado eSchool,Mathematics,08,*,*,*
Sanford 6J,All Schools,English Language Arts,All,44.4,50.0,-5.6
Sanford 6J,All Schools,English Language Arts,03,37.0,56.0,-19
Sanford 6J,All Schools,English Language Arts,04,33.3,46.4,-13.1
Sanford 6J,All Schools,English Language Arts,05,57.1,55.2,1.9
Sanford 6J,All Schools,English Language Arts,06,29.2,50.0,-20.8
Sanford 6J,All Schools,English Language Arts,07,80.0,35.7,44.3
Sanford 6J,All Schools,English Language Arts,08,34.5,59.1,-24.6
Sanford 6J,Sanford Elementary School,English Language Arts,All,40.7,52.0,-11.3
Sanford 6J,Sanford Elementary School,English Language Arts,03,37.0,56.0,-19
Sanford 6J,Sanford Elementary School,English Language Arts,04,33.3,46.4,-13.1
Sanford 6J,Sanford Elementary School,English Language Arts,05,57.1,55.2,1.9
Sanford 6J,Sanford Elementary School,English Language Arts,06,29.2,50.0,-20.8
Sanford 6J,Sanford Junior/Senior High School,English Language Arts,All,53.1,46.0,7.1
Sanford 6J,Sanford Junior/Senior High School,English Language Arts,07,80.0,35.7,44.3
